Date,Close,Normalized_Close
2023-01-03,123.47061157226562,0.0016366123515787478
2023-01-04,124.74412536621094,0.043866726271841294
2023-01-05,123.42125701904297,0.0
2023-01-06,127.96244049072266,0.15058705783447568
2023-01-09,128.4856414794922,0.16793656552255598
2023-01-10,129.05824279785156,0.18692420352080408
2023-01-11,131.78294372558594,0.27727613462977185
2023-01-12,131.70394897460938,0.2746566440920928
2023-01-13,133.03668212890625,0.3188504904397709
2023-01-17,134.2016143798828,0.35748000658794066
2023-01-18,133.48094177246094,0.3335822785418596
2023-01-19,133.54017639160156,0.3355465169554712
2023-01-20,136.10693359375,0.4206609849476699
2023-01-23,139.30551147460938,0.5267268233655322
2023-01-24,140.70733642578125,0.5732117752095611
2023-01-25,140.0458984375,0.5512782855770917
2023-01-26,142.11907958984375,0.6200256180811134
2023-01-27,144.06387329101562,0.6845155827303877
2023-01-30,141.17132568359375,0.5885978034633244
2023-01-31,142.44480895996094,0.6308269054111939
2023-02-01,143.5702362060547,0.6681464232974266
2023-02-02,148.89132690429688,0.8445954475915949
2023-02-03,152.52426147460938,0.9650646890702177
2023-02-06,149.7896728515625,0.8743848789061186
2023-02-07,152.67233276367188,0.9699747791180515
2023-02-08,149.9772491455078,0.8806049672158895
2023-02-09,148.94065856933594,0.8462313009638791
2023-02-10,149.3065185546875,0.8583633319899402
2023-02-13,152.11448669433594,0.9514764297715192
2023-02-14,151.47183227539062,0.930165809146561
2023-02-15,153.57778930664062,1.0
2023-02-16,151.97605895996094,0.946886122999679
2023-02-17,150.8291473388672,0.9088541765492097
2023-02-21,146.8050537109375,0.7754139789312413
2023-02-22,147.23019409179688,0.789511766329503
2023-02-23,147.71469116210938,0.8055778400309466
2023-02-24,145.05503845214844,0.7173829280763391
2023-02-27,146.2513885498047,0.7570542698024658
2023-02-28,145.74713134765625,0.7403329439769557
